carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,G,VVS1,61.1,55.0,814,4.43,4.45,2.71
0.52,Premium,I,VS1,59.6,60.0,1141,5.17,5.14,3.07
0.46,Premium,G,VS1,62.8,57.0,1087,4.92,4.83,3.06
0.9,Good,H,VS2,63.6,61.0,3701,6.03,5.97,3.8
0.32,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71
2.01,Premium,J,SI1,62.3,59.0,12048,8.03,7.97,4.98
0.74,Ideal,F,SI1,62.2,54.0,2583,5.79,5.85,3.62
0.73,Very Good,J,SI1,60.1,62.0,2031,5.85,5.9,3.53
0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
0.87,Fair,I,VS2,57.3,59.0,3166,6.29,6.44,3.65
0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83
0.31,Ideal,E,SI1,62.8,57.0,698,4.34,4.32,2.72
0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98
0.7,Very Good,E,SI2,63.2,61.0,2307,5.62,5.59,3.54
0.97,Premium,F,SI1,62.7,59.0,4481,6.31,6.28,3.95
0.3,Ideal,E,VS1,60.8,57.0,710,4.33,4.36,2.64
0.42,Ideal,H,IF,61.7,55.0,1216,4.82,4.84,2.98
0.53,Ideal,E,VS2,60.0,57.0,1721,5.24,5.3,3.16
1.01,Ideal,G,IF,62.8,57.0,8778,6.42,6.39,4.02
0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25
1.02,Good,F,SI1,64.3,58.0,4936,6.28,6.32,4.05
0.7,Ideal,E,SI1,61.8,56.0,2576,5.72,5.68,3.52
0.47,Premium,H,VS1,61.8,58.0,1221,4.99,4.94,3.07
0.52,Ideal,G,SI1,61.1,55.0,1197,5.22,5.26,3.2
0.61,Fair,I,VS2,57.4,60.9,1437,5.6,5.65,3.23
0.33,Premium,I,VS1,61.6,60.0,668,4.45,4.42,2.73
0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71
0.41,Ideal,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97
0.32,Ideal,I,VVS1,62.5,55.0,756,4.4,4.37,2.74
1.73,Fair,H,SI2,65.9,58.0,6007,7.52,7.45,4.93
0.38,Premium,F,SI1,62.7,58.0,700,4.6,4.62,2.89
0.43,Ideal,D,VVS1,62.3,56.0,1584,4.81,4.82,3.0
0.7,Very Good,F,VS1,60.5,57.0,2726,5.77,5.8,3.5
1.51,Fair,I,I1,65.7,61.0,5074,7.08,7.02,4.63
0.73,Ideal,D,VS2,61.9,56.0,3255,5.76,5.81,3.58
0.41,Premium,G,SI1,60.3,60.0,923,4.8,4.76,2.88
0.38,Good,H,SI2,63.4,57.0,547,4.58,4.63,2.92
0.71,Ideal,G,VS2,61.6,55.0,2537,5.74,5.78,3.55
0.52,Ideal,E,VS1,61.7,56.0,1742,5.13,5.18,3.18
0.78,Ideal,G,SI1,62.2,55.0,3267,5.87,5.9,3.66
0.5,Premium,H,VS1,62.7,59.0,1253,5.03,4.98,3.14
1.73,Premium,I,VS1,62.2,59.0,12674,7.65,7.62,4.75
0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58
1.01,Good,F,VS2,63.9,58.0,6446,6.39,6.32,4.06
2.01,Premium,H,SI2,61.6,58.0,16499,8.12,8.02,4.97
0.34,Very Good,G,VS2,60.3,54.0,596,4.53,4.56,2.74
1.13,Premium,D,SI2,62.0,58.0,5376,6.68,6.64,4.13
0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56
0.56,Ideal,I,SI1,62.1,54.0,1094,5.3,5.32,3.3
0.35,Very Good,G,VS1,61.7,61.0,706,4.49,4.52,2.78
1.1,Ideal,H,SI1,60.2,56.0,4827,6.74,6.82,4.08
0.31,Ideal,I,VS2,62.3,53.8,447,4.32,4.36,2.7
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81
0.42,Very Good,F,SI1,62.9,57.0,773,4.73,4.77,2.99
0.91,Good,G,SI2,62.5,60.0,3149,6.05,6.08,3.79
0.31,Ideal,E,SI1,62.1,56.0,582,4.35,4.38,2.71
0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
0.9,Premium,E,VS2,62.6,60.0,5312,6.15,6.08,3.83
0.7,Ideal,G,VS1,60.6,57.0,3384,5.73,5.79,3.5
1.63,Ideal,I,VVS2,62.3,54.7,12174,7.49,7.52,4.69
0.5,Premium,E,SI2,59.7,59.0,1063,5.18,5.11,3.07
0.45,Premium,G,VVS1,60.8,58.0,1263,4.92,4.98,3.01
0.81,Ideal,H,VS2,61.6,56.0,3084,6.03,5.98,3.7
0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2
0.27,Very Good,E,VVS2,61.8,59.0,586,4.14,4.18,2.57
0.52,Premium,E,VS2,61.6,59.0,1576,5.14,5.16,3.17
1.07,Very Good,H,SI1,60.4,58.0,5367,6.67,6.73,4.05
0.3,Ideal,F,VVS1,61.8,54.0,802,4.33,4.37,2.69
0.32,Premium,F,VS2,62.1,59.0,645,4.35,4.41,2.72
0.51,Ideal,D,VS2,61.1,56.0,1986,5.16,5.2,3.17
0.25,Ideal,H,VVS1,62.5,56.0,577,4.06,4.03,2.53
0.31,Ideal,G,VVS2,61.7,54.0,907,4.38,4.34,2.69
1.22,Premium,G,VVS2,62.0,58.0,10111,6.9,6.85,4.26
1.42,Premium,F,SI2,59.7,57.0,7755,7.33,7.3,4.37
0.5,Good,E,SI1,63.7,59.0,1155,5.07,5.01,3.21
0.57,Premium,F,SI1,59.5,58.0,1571,5.43,5.36,3.21
1.51,Ideal,G,IF,61.7,55.0,18806,7.37,7.41,4.56
1.2,Good,H,SI2,59.7,63.0,5085,6.84,6.87,4.09
0.4,Ideal,H,VVS1,61.4,57.0,1017,4.74,4.81,2.93
0.54,Ideal,H,VVS1,61.7,57.0,1944,5.24,5.23,3.23
1.04,Good,D,SI1,63.7,58.0,5708,6.43,6.39,4.08
0.51,Very Good,F,VS1,61.0,59.0,1706,5.16,5.1,3.13
0.23,Very Good,E,VVS2,60.0,56.0,530,4.03,4.07,2.43
0.47,Premium,E,VS1,61.8,58.0,1640,5.03,4.97,3.09
1.2,Premium,J,SI1,62.8,58.0,4113,6.77,6.7,4.23
0.56,Ideal,E,VVS1,62.1,56.0,2750,5.28,5.29,3.28
1.02,Ideal,E,SI2,62.1,55.0,4798,6.51,6.4,4.01
1.25,Premium,I,VS1,60.4,59.0,6664,7.01,6.94,4.21
0.41,Fair,G,VVS2,64.7,56.0,833,4.68,4.72,3.04
0.63,Very Good,H,VS1,61.1,57.0,1991,5.5,5.54,3.37
0.5,Premium,F,SI1,61.7,57.0,1231,5.09,5.06,3.13
1.04,Ideal,G,VS2,62.0,57.0,6342,6.49,6.5,4.03
0.91,Premium,D,SI2,61.0,61.0,3943,6.24,6.16,3.78
0.33,Ideal,E,VS1,61.5,54.0,806,4.46,4.49,2.75
0.32,Ideal,G,SI1,60.9,57.0,612,4.46,4.44,2.71
0.9,Premium,F,SI1,61.4,55.0,4435,6.18,6.16,3.79
0.42,Ideal,E,VS2,62.3,55.0,1024,4.83,4.77,2.99
2.07,Premium,H,SI2,59.6,60.0,11094,8.3,8.24,4.93
1.12,Ideal,G,VS2,62.0,56.0,6652,6.64,6.69,4.13
0.37,Premium,D,SI1,62.3,56.0,874,4.64,4.61,2.88
0.42,Ideal,G,VVS1,61.1,56.0,1179,4.82,4.84,2.95
0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81
1.05,Very Good,F,VS2,62.0,56.0,6545,6.48,6.52,4.03
1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15
0.32,Premium,H,SI1,61.9,59.0,576,4.41,4.38,2.72
0.44,Premium,E,VVS2,60.0,59.0,1334,4.99,4.95,2.98
0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
1.09,Very Good,F,VS2,61.4,54.0,6990,6.66,6.7,4.1
0.31,Very Good,G,VVS1,59.9,62.0,816,4.35,4.37,2.61
1.21,Premium,H,VS2,60.8,58.0,6710,6.91,6.88,4.19
0.3,Ideal,E,VS2,62.3,56.0,844,4.32,4.28,2.68
0.3,Ideal,G,VVS1,62.3,55.0,789,4.29,4.31,2.68
0.35,Premium,E,SI1,61.2,58.0,788,4.59,4.53,2.79
0.41,Ideal,G,VVS1,61.8,55.0,1000,4.76,4.79,2.95
1.01,Ideal,G,VS2,62.7,56.0,6108,6.43,6.39,4.02
2.01,Very Good,H,SI2,63.2,57.0,14150,8.02,7.97,5.05
0.52,Ideal,E,VS2,61.7,55.0,1689,5.16,5.21,3.2
0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69
0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24
2.0,Good,I,VS2,63.5,59.0,14889,7.93,7.98,5.05
0.5,Good,G,VS2,59.3,65.0,1259,5.1,5.12,3.03
0.43,Premium,D,VS2,59.7,59.0,963,4.93,4.89,2.93
0.44,Premium,E,VS2,60.4,58.0,1073,4.93,4.87,2.96
0.28,Ideal,F,VVS2,62.2,53.0,787,4.22,4.23,2.63
1.01,Ideal,E,VVS1,62.0,57.0,10954,6.39,6.45,3.98
0.35,Very Good,G,VVS2,62.4,56.0,798,4.47,4.53,2.81
0.31,Ideal,G,IF,62.5,56.0,871,4.33,4.37,2.71
0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6
1.11,Very Good,J,SI1,62.4,57.7,4316,6.57,6.64,4.12
2.32,Ideal,H,SI1,62.6,57.0,18080,8.46,8.52,5.32
0.32,Ideal,H,SI2,60.9,56.0,434,4.41,4.45,2.7
1.11,Ideal,I,VS2,62.2,56.0,5073,6.69,6.62,4.14
1.52,Ideal,I,SI2,61.3,60.0,7582,7.33,7.39,4.51
0.3,Premium,D,VS2,62.3,58.0,710,4.29,4.32,2.68
0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
0.57,Very Good,D,SI1,59.8,60.0,1906,5.4,5.34,3.21
1.5,Very Good,E,SI2,63.5,59.0,9450,7.28,7.25,4.61
0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74
0.54,Ideal,E,SI1,60.3,57.0,1777,5.28,5.3,3.19
0.79,Premium,G,SI2,60.8,58.0,1877,6.0,5.98,3.61
0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76
1.12,Very Good,E,SI2,60.9,63.0,3864,6.65,6.59,4.03
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48
0.9,Ideal,G,VS2,62.6,57.0,4269,6.14,6.2,3.86
0.3,Ideal,D,VS2,61.4,55.0,911,4.34,4.32,2.66
0.51,Very Good,G,VS1,62.7,56.0,1656,5.08,5.13,3.2
1.0,Very Good,E,VS1,59.4,56.0,7367,6.53,6.56,3.89
0.55,Ideal,F,VS2,61.1,57.0,1819,5.3,5.27,3.23
1.5,Fair,G,VS2,64.4,56.0,12787,7.16,7.09,4.59
1.01,Very Good,D,SI1,63.1,60.0,5543,6.39,6.32,4.01
0.4,Very Good,F,VVS2,62.9,55.0,972,4.72,4.75,2.98
0.86,Very Good,H,SI1,63.8,56.0,3115,6.02,6.05,3.85
0.71,Premium,F,SI2,62.1,60.0,2275,5.7,5.66,3.53
0.5,Premium,E,VS2,62.1,62.0,1559,5.1,5.08,3.16
0.53,Ideal,G,VVS2,61.0,56.0,1946,5.21,5.25,3.19
1.52,Ideal,J,VS1,62.3,58.0,8608,7.32,7.35,4.57
1.0,Premium,G,VS2,61.5,58.0,5967,6.39,6.36,3.92
1.97,Very Good,H,VS2,62.9,59.0,17377,7.9,8.01,5.0
0.33,Ideal,F,VVS1,61.1,55.0,854,4.48,4.52,2.75
1.08,Premium,H,VS1,58.6,60.0,5818,6.84,6.78,3.99
1.25,Ideal,I,VS1,61.6,56.0,7485,6.91,6.95,4.27
0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92
0.3,Premium,F,VS2,60.7,58.0,776,4.35,4.32,2.63
0.59,Ideal,D,SI1,62.1,56.0,1684,5.36,5.4,3.34
1.01,Fair,F,VS2,65.2,52.0,5090,6.31,6.29,4.11
0.53,Ideal,H,VS2,62.6,57.0,1412,5.17,5.15,3.23
1.03,Very Good,D,SI1,62.6,58.0,5498,6.44,6.49,4.05
0.41,Ideal,D,VVS1,62.2,56.0,1582,4.8,4.78,2.98
0.42,Ideal,H,VVS1,61.8,55.0,1035,4.85,4.8,2.98
0.4,Ideal,E,VVS1,61.7,57.0,1333,4.7,4.74,2.91
0.54,Ideal,E,VS2,61.7,55.0,1847,5.27,5.24,3.24
0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83
0.71,Very Good,I,VS1,59.0,57.0,2328,5.85,5.88,3.46
0.3,Premium,D,VS2,62.2,58.0,911,4.3,4.25,2.66
0.38,Ideal,F,I1,62.5,57.0,497,4.61,4.64,2.89
0.5,Premium,F,VS1,62.9,58.0,1666,5.09,5.05,3.19
0.53,Premium,E,SI1,61.8,60.0,2099,5.21,5.18,3.21
1.01,Premium,I,SI2,61.7,60.0,3749,6.34,6.4,3.93
0.32,Very Good,F,VVS1,62.8,60.0,834,4.32,4.34,2.72
1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
1.01,Premium,H,VS2,62.3,62.0,4769,6.39,6.35,3.97
1.14,Ideal,F,VVS1,60.1,60.0,11226,6.79,6.83,4.09
0.92,Premium,D,SI2,62.4,58.0,4168,6.18,6.19,3.86
1.02,Premium,G,VS1,61.0,61.0,7129,6.58,6.53,4.0
0.31,Ideal,D,VS2,61.6,55.0,804,4.4,4.37,2.7
0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8
0.39,Very Good,F,VVS2,61.7,56.0,965,4.7,4.74,2.91
1.15,Good,H,SI1,60.2,61.0,5005,6.74,6.84,4.09
2.26,Very Good,D,SI2,61.6,61.0,18028,8.47,8.38,5.19
1.0,Good,G,SI1,62.2,65.0,3965,6.28,6.22,3.89
0.69,Fair,I,VS1,57.9,63.0,1692,5.73,5.77,3.33
0.97,Premium,H,SI1,58.0,62.0,3911,6.56,6.48,3.79
0.9,Good,G,VS1,63.9,60.0,4401,6.14,6.09,3.91
0.31,Ideal,D,VS2,61.9,56.0,734,4.37,4.38,2.71
0.33,Ideal,H,VVS1,61.7,56.0,752,4.46,4.48,2.76
1.0,Premium,F,SI1,60.3,61.0,4704,6.43,6.38,3.86
0.44,Ideal,I,VS2,61.9,54.0,732,4.91,4.95,3.05
1.01,Very Good,H,VS2,63.1,59.0,5260,6.34,6.3,3.99
0.56,Ideal,E,VS1,61.3,55.0,1930,5.29,5.32,3.25
0.51,Ideal,E,VS2,60.7,56.0,1877,5.17,5.21,3.15
0.34,Premium,I,SI1,60.2,59.0,574,4.55,4.52,2.73
1.01,Ideal,G,VS2,61.7,57.0,6104,6.48,6.45,3.99
0.32,Very Good,G,VVS2,61.5,54.0,672,4.4,4.42,2.71
1.08,Very Good,F,SI1,58.2,63.0,5256,6.69,6.78,3.92
0.34,Ideal,E,VS1,61.8,57.0,805,4.47,4.5,2.77
0.58,Very Good,H,VVS1,63.3,55.0,1979,5.27,5.31,3.35
1.35,Premium,G,VS2,62.8,59.0,9471,7.04,7.01,4.41
0.3,Ideal,F,VVS1,62.4,57.0,790,4.25,4.28,2.66
0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71
1.25,Premium,H,SI2,60.5,61.0,4200,6.97,6.91,4.2
1.01,Very Good,G,VS2,61.6,58.0,5919,6.4,6.45,3.96
0.91,Very Good,F,SI2,61.6,59.0,3653,6.14,6.24,3.81
0.5,Good,D,SI1,63.8,60.0,1433,5.03,5.0,3.2
1.04,Very Good,E,SI1,60.8,60.0,5231,6.49,6.56,3.97
0.51,Premium,D,SI1,61.6,58.0,1687,5.14,5.12,3.16
0.71,Good,D,SI2,56.6,63.0,2015,5.9,5.76,3.3
1.72,Premium,H,SI1,62.9,58.0,13078,7.63,7.59,4.79
0.54,Very Good,E,VVS2,63.3,60.0,1955,5.1,5.17,3.25
0.3,Very Good,G,VS1,62.2,59.0,605,4.24,4.28,2.65
2.11,Premium,G,SI1,61.6,59.0,17816,8.24,8.19,5.06
2.01,Fair,G,SI2,65.6,56.0,15562,7.89,7.84,6.16
0.23,Very Good,E,VVS2,64.1,58.0,505,3.85,3.89,2.48
0.5,Fair,F,VS2,64.6,58.0,1323,5.01,4.99,3.23
0.36,Premium,D,VS2,59.1,58.0,852,4.63,4.68,2.75
0.23,Very Good,E,VVS1,61.8,59.0,530,3.9,3.93,2.42
0.4,Premium,G,SI1,61.4,60.0,900,4.71,4.67,2.88
0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
0.66,Very Good,E,VS1,61.0,57.8,2618,5.64,5.69,3.45
0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9
0.51,Premium,D,SI1,61.0,60.0,1687,5.18,5.15,3.15
0.36,Very Good,G,SI2,61.9,56.0,473,4.55,4.59,2.83
0.33,Ideal,E,VVS1,61.6,56.0,1207,4.44,4.46,2.74
1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34
0.41,Very Good,E,SI1,60.5,61.0,755,4.78,4.8,2.9
0.24,Very Good,E,VVS2,60.3,58.0,552,4.03,4.06,2.44
0.5,Premium,D,VS2,60.2,57.0,1845,5.21,5.15,3.12
0.9,Fair,E,SI1,64.9,56.0,3743,6.12,6.18,3.99
1.01,Very Good,H,VS1,59.6,58.0,5055,6.46,6.5,3.86
0.31,Ideal,D,VVS2,61.9,55.0,997,4.39,4.36,2.71
0.41,Ideal,J,VS2,62.2,54.4,637,4.72,4.75,2.95
0.31,Premium,E,SI1,62.7,58.0,698,4.33,4.31,2.71
1.06,Very Good,H,SI2,61.7,59.5,4465,6.51,6.53,4.02
1.02,Premium,H,SI1,58.3,59.0,4819,6.68,6.59,3.87
1.03,Premium,F,SI1,58.6,62.0,5087,6.65,6.6,3.88
0.72,Ideal,D,SI2,62.3,57.0,2457,5.8,5.75,3.6
0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
0.54,Premium,D,SI1,62.3,60.0,1595,5.18,5.22,3.24
1.01,Premium,F,VS2,59.9,61.0,6097,6.5,6.46,3.88
0.32,Ideal,F,VVS1,60.6,56.0,867,4.46,4.48,2.71
0.4,Very Good,H,SI1,62.1,62.0,666,4.7,4.73,2.93
0.34,Ideal,G,VS2,61.1,55.0,596,4.52,4.55,2.77
1.32,Premium,F,VS1,61.7,59.0,10977,6.95,6.99,4.3
0.51,Ideal,E,VS2,62.4,57.0,1656,5.1,5.13,3.19
0.79,Premium,H,SI1,60.1,60.0,2498,6.04,5.98,3.61
0.9,Very Good,G,IF,60.1,59.0,5754,6.22,6.26,3.75
0.56,Ideal,D,VS2,61.2,56.0,1991,5.31,5.38,3.27
1.12,Very Good,I,VS2,62.9,55.9,5249,6.59,6.62,4.16
0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63
0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
0.42,Ideal,H,VS1,62.0,57.0,1087,4.82,4.8,2.98
1.01,Good,E,VS1,63.8,55.0,7665,6.41,6.32,4.06
1.02,Very Good,G,SI1,62.8,57.0,4964,6.35,6.38,4.0
1.18,Premium,J,SI2,61.3,60.0,4274,6.83,6.78,4.17
1.3,Good,D,SI2,57.1,63.0,6443,7.27,7.22,4.14
0.34,Ideal,E,VS1,62.0,56.0,805,4.48,4.52,2.79
0.3,Good,G,VVS2,63.6,57.0,878,4.3,4.26,2.72
0.43,Ideal,E,SI1,61.5,56.0,792,4.85,4.9,3.0
0.31,Premium,G,VS2,61.2,59.0,605,4.4,4.36,2.68
0.55,Ideal,D,VS1,61.7,55.0,1990,5.26,5.25,3.24
1.01,Premium,F,SI2,58.3,58.0,3897,6.56,6.55,3.82
0.44,Ideal,D,VVS1,61.0,57.0,2290,4.91,4.93,3.0
1.52,Very Good,H,VS2,63.3,57.0,10618,7.33,7.32,4.64
1.02,Premium,G,SI2,62.5,58.0,4552,6.43,6.4,4.01
0.7,Ideal,F,VS1,61.0,55.0,2874,5.77,5.73,3.51
0.82,Very Good,I,VS1,63.6,58.9,2583,5.88,5.93,3.76
0.63,Premium,E,VVS1,60.9,60.0,2789,5.55,5.52,3.37
0.46,Very Good,D,VS2,63.2,56.0,1262,4.92,4.89,3.1
0.33,Premium,G,VVS1,61.5,59.0,810,4.42,4.46,2.73
0.51,Premium,G,SI1,62.4,58.0,1220,5.07,5.13,3.18
1.67,Very Good,J,SI1,62.3,59.0,7911,7.59,7.63,4.74
0.84,Very Good,I,VVS2,61.7,56.0,3392,6.03,6.07,3.74
0.34,Ideal,G,SI1,61.2,57.0,507,4.53,4.56,2.78
0.31,Very Good,I,VVS1,62.2,60.0,571,4.3,4.32,2.68
0.6,Ideal,E,VS2,61.2,56.0,2189,5.45,5.44,3.33
0.9,Fair,G,VS2,65.8,61.0,4309,5.99,5.96,3.93
1.01,Very Good,F,VS2,63.2,59.0,6540,6.3,6.36,4.0
1.5,Good,D,SI1,56.6,64.0,7980,7.51,7.43,4.23
0.3,Ideal,F,VS1,62.1,56.0,673,4.29,4.32,2.67
1.01,Premium,G,VS2,62.0,59.0,6108,6.41,6.36,3.96
0.53,Ideal,D,VS2,61.1,56.0,1825,5.28,5.24,3.21
0.77,Premium,E,SI2,59.8,56.0,2723,6.01,5.96,3.58
0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
0.71,Very Good,G,VS2,63.3,56.0,2549,5.67,5.74,3.61
1.7,Premium,G,VS2,59.0,58.0,15941,7.85,7.8,4.62
0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
0.31,Premium,J,SI1,59.4,62.0,453,4.43,4.39,2.62
0.5,Premium,F,VS2,60.7,58.0,1654,5.16,5.12,3.12
0.92,Good,E,SI1,63.3,57.0,3649,6.17,6.22,3.92
1.0,Premium,J,SI1,61.9,62.0,3528,6.36,6.33,3.93
1.02,Premium,H,SI1,61.1,58.0,5084,6.51,6.46,3.96
0.32,Very Good,F,VS2,61.0,61.0,645,4.38,4.41,2.68
0.31,Very Good,E,VVS2,62.4,56.0,749,4.32,4.35,2.7
1.09,Ideal,F,SI1,62.0,56.0,5816,6.56,6.61,4.08
1.7,Very Good,G,VS2,63.1,57.0,15937,7.53,7.62,4.78
0.31,Ideal,D,SI1,62.6,57.0,571,4.3,4.32,2.7
0.3,Good,G,VS2,63.5,55.0,526,4.22,4.25,2.69
1.03,Ideal,G,SI2,62.1,57.0,4470,6.44,6.42,3.99
1.0,Premium,H,SI2,60.2,61.0,3920,6.48,6.44,3.89
1.52,Premium,J,VVS2,58.3,62.0,8202,7.61,7.49,4.4
1.01,Fair,F,SI2,64.8,55.0,3477,6.37,6.26,4.1
1.01,Very Good,D,SI2,61.9,58.0,4727,6.43,6.49,4.0
1.1,Ideal,G,SI1,62.5,57.0,4484,6.61,6.58,4.12
0.98,Ideal,I,SI2,62.6,54.0,3873,6.35,6.39,3.99
0.39,Good,F,SI1,63.6,58.0,718,4.6,4.65,2.94
0.71,Ideal,F,SI2,62.1,54.0,2365,5.72,5.74,3.56
1.0,Premium,G,VS2,62.0,62.0,5645,6.41,6.36,3.96
1.72,Fair,F,SI1,64.8,58.0,13622,7.5,7.46,4.85
1.37,Ideal,I,VS2,61.6,55.0,8000,7.13,7.16,4.4
0.41,Good,D,VS1,60.2,62.0,986,4.8,4.84,2.9
1.0,Very Good,D,SI2,62.8,58.0,4753,6.33,6.37,3.99
0.31,Ideal,G,VVS2,61.5,56.0,687,4.38,4.4,2.7
0.72,Ideal,F,SI2,61.6,57.0,2074,5.75,5.68,3.52
0.5,Good,E,VS2,63.1,61.0,1419,5.0,5.05,3.17
1.51,Premium,I,SI2,62.6,59.0,7162,7.28,7.31,4.57
0.52,Ideal,F,VS1,62.5,57.0,1707,5.17,5.13,3.22
0.51,Good,D,SI2,63.8,56.0,1268,5.09,5.07,3.24
1.21,Premium,H,SI2,62.7,59.0,5324,6.75,6.78,4.24
0.3,Ideal,F,VS2,62.8,55.0,776,4.33,4.27,2.7
2.24,Ideal,I,SI1,60.5,59.0,18299,8.45,8.5,5.13
0.5,Premium,G,VVS2,61.4,57.0,1909,5.16,5.1,3.15
0.7,Ideal,I,VS1,63.0,54.0,2142,5.63,5.7,3.57
1.02,Very Good,F,SI1,63.1,55.0,5058,6.45,6.38,4.05
0.58,Ideal,E,VS2,61.7,57.0,1809,5.42,5.35,3.32
2.01,Premium,H,SI1,59.6,59.0,17458,8.27,8.19,4.9
0.7,Good,E,SI1,61.4,64.0,2872,5.66,5.71,3.49
0.83,Premium,E,SI2,59.2,60.0,2859,6.17,6.12,3.64
0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
1.13,Ideal,D,VVS2,61.7,57.0,12261,6.68,6.65,4.11
0.51,Premium,E,VS2,62.5,60.0,1590,5.08,5.1,3.18
1.53,Premium,I,SI1,62.9,59.0,8911,7.36,7.32,4.62
0.33,Ideal,E,VS2,62.0,56.0,723,4.46,4.48,2.77
0.27,Very Good,J,VVS2,60.8,57.0,443,4.16,4.2,2.54
0.38,Premium,F,VS1,60.2,58.0,1117,4.73,4.71,2.84
0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
0.3,Premium,F,VS2,62.8,58.0,776,4.29,4.24,2.68
0.7,Ideal,F,VS2,60.8,56.0,2942,5.78,5.79,3.52
1.06,Ideal,D,SI2,62.3,55.0,5159,6.5,6.54,4.06
1.35,Ideal,G,VS1,62.2,57.0,10244,7.09,7.05,4.4
0.27,Very Good,E,VS1,61.9,59.0,470,4.16,4.21,2.59
0.31,Ideal,I,SI1,61.3,56.0,436,4.37,4.4,2.69
0.51,Premium,G,VS1,62.1,60.0,1781,5.11,5.1,3.17
0.37,Premium,D,SI1,62.7,58.0,681,4.55,4.58,2.86
0.43,Ideal,E,VS2,61.6,54.0,1053,4.9,4.88,3.01
0.41,Ideal,E,VS1,62.2,55.0,964,4.76,4.79,2.97
1.26,Ideal,J,SI2,62.5,53.0,4656,6.86,6.9,4.3
0.31,Ideal,G,IF,62.6,57.0,924,4.3,4.32,2.7
0.77,Very Good,H,VS1,62.2,57.0,3152,5.81,5.86,3.63
1.01,Ideal,F,VS1,61.8,57.0,8860,6.41,6.46,3.98
0.33,Premium,D,VS2,61.2,58.0,781,4.41,4.44,2.71
1.16,Premium,I,SI1,60.0,58.0,4872,6.82,6.78,4.08
0.6,Very Good,H,VS2,60.8,60.0,1557,5.39,5.44,3.29
0.41,Ideal,D,VS1,61.0,57.0,1151,4.78,4.82,2.93
0.71,Premium,G,SI2,60.8,60.0,2039,5.74,5.78,3.5
0.7,Ideal,D,VVS2,61.7,55.0,5539,5.73,5.75,3.54
0.72,Very Good,G,VVS2,60.4,58.0,3043,5.77,5.82,3.5
0.9,Ideal,H,VS1,61.2,57.0,4064,6.28,6.24,3.83
0.62,Ideal,J,VS1,62.3,54.0,1297,5.46,5.49,3.41
0.31,Ideal,E,VVS2,61.6,56.0,837,4.35,4.39,2.69
0.7,Premium,I,I1,62.3,58.0,1107,5.69,5.55,3.51
0.55,Very Good,J,VS2,62.6,57.0,1062,5.17,5.21,3.25
1.0,Good,H,VVS1,63.5,60.0,6183,6.3,6.36,4.02
0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
0.39,Ideal,F,VVS2,61.7,56.0,988,4.7,4.73,2.91
